Location,Time,Latitude,Longitude,Altitude,Accuracy,Speed,Bearing,Diferença,dist,Tempo Acumulado (min),Dist. Acumulada (km)
27,2021-07-05 18:08:25+00:00,37.15376,-8.551675,74.74051,10.72,12.763803,168.08119,2.0,27.538618688319062,2,0.405
28,2021-07-05 18:08:26+00:00,37.153645,-8.551642,74.09117,10.72,12.280184,165.18991,1.0,13.1175963566084,2,0.418
29,2021-07-05 18:08:28+00:00,37.15346,-8.551553,75.019295,10.72,10.7762,153.44495,2.0,22.031399712221084,2,0.44
30,2021-07-05 18:08:29+00:00,37.15338,-8.551484,75.40502,10.505,10.730936,144.56245,1.0,10.79472580621059,2,0.451
31,2021-07-05 18:08:31+00:00,37.15326,-8.551326,73.97692,10.184,9.5910635,137.06403,2.0,19.34224232302771,2,0.47
32,2021-07-05 18:08:33+00:00,37.153156,-8.551173,72.2227,9.826,9.029919,137.86089,2.0,17.821213746440467,2,0.488
33,2021-07-05 18:08:34+00:00,37.153103,-8.551106,71.35956,9.862,8.070945,141.60318,1.0,8.36598783461417,2,0.496
34,2021-07-05 18:08:36+00:00,37.15299,-8.551013,70.97089,10.005,8.406412,152.79015,2.0,15.027067230501672,2,0.511
35,2021-07-05 18:08:37+00:00,37.152924,-8.550978,71.25747,10.076,8.316162,156.63786,1.0,7.9674729689840715,2,0.519
36,2021-07-05 18:08:38+00:00,37.15285,-8.55094,70.484955,10.291,8.840817,155.20317,1.0,8.890939041519694,2,0.528
37,2021-07-05 18:08:40+00:00,37.152725,-8.550837,68.45321,9.862,7.4204454,148.54776,2.0,16.62890411684709,2,0.545
38,2021-07-05 18:08:41+00:00,37.15267,-8.5508,67.54547,9.862,6.9613624,151.66713,1.0,6.939368786714262,2,0.552
39,2021-07-05 18:08:43+00:00,37.152554,-8.5507765,68.48066,9.826,6.6824436,187.84822,2.0,13.06567373209352,2,0.565
40,2021-07-05 18:08:44+00:00,37.1525,-8.550805,70.10992,9.648,5.350185,216.08446,1.0,6.514151585724043,2,0.571
41,2021-07-05 18:08:45+00:00,37.152466,-8.55085,70.56497,9.648,4.9673553,218.76112,1.0,5.495323101434926,2,0.577
42,2021-07-05 18:08:46+00:00,37.15243,-8.550899,70.44023,9.648,5.352059,232.09166,1.0,5.906174897195655,2,0.583
43,2021-07-05 18:08:48+00:00,37.152378,-8.551022,71.72851,10.005,5.9387302,238.06781,2.0,12.339554054389266,2,0.595
44,2021-07-05 18:08:49+00:00,37.152348,-8.551098,72.645035,10.184,7.033394,240.7386,1.0,7.51636971950434,2,0.603
45,2021-07-05 18:08:50+00:00,37.152317,-8.551167,72.60099,10.362,5.972329,239.23012,1.0,7.019806940686246,2,0.61
46,2021-07-05 18:08:51+00:00,37.152294,-8.551222,72.08281,10.541,5.750716,239.0401,1.0,5.504616084354181,2,0.615
47,2021-07-05 18:08:53+00:00,37.152225,-8.551361,72.74592,10.934,6.5712132,237.2507,2.0,14.512919740603973,2,0.63
48,2021-07-05 18:08:54+00:00,37.152195,-8.551429,74.50333,10.934,5.7776556,243.48068,1.0,6.888215203397501,2,0.637
49,2021-07-05 18:08:56+00:00,37.152157,-8.551544,76.577126,10.72,5.3393464,246.99863,2.0,11.03318284396091,2,0.648
50,2021-07-05 18:08:58+00:00,37.152126,-8.5516405,76.47817,10.076,4.6348476,220.44516,2.0,9.220962521921049,2,0.657
51,2021-07-05 18:09:00+00:00,37.152042,-8.551678,76.45695,9.648,6.4766154,179.67026,2.0,9.91403745456555,2,0.667
52,2021-07-05 18:09:01+00:00,37.151978,-8.55167,78.440216,9.648,6.8954825,179.04114,1.0,7.151707295646784,2,0.674
53,2021-07-05 18:09:03+00:00,37.15184,-8.551656,80.3078,9.648,7.4316106,181.61124,2.0,15.394981789340518,2,0.689
54,2021-07-05 18:09:04+00:00,37.15177,-8.5516615,81.41527,9.648,7.475815,190.59398,1.0,7.798892954173579,2,0.697
55,2021-07-05 18:09:05+00:00,37.151703,-8.551681,80.77826,9.648,7.5646043,195.7191,1.0,7.647884731108652,2,0.705
56,2021-07-05 18:09:07+00:00,37.151566,-8.551736,81.65974,9.648,7.723091,207.53618,2.0,15.994569876119142,2,0.721
57,2021-07-05 18:09:08+00:00,37.151505,-8.551781,82.00591,9.648,7.496465,209.85144,1.0,7.868509015786578,2,0.729
58,2021-07-05 18:09:09+00:00,37.15145,-8.551822,81.211815,9.648,6.41331,209.9929,1.0,7.113780006268182,2,0.736
59,2021-07-05 18:09:11+00:00,37.151356,-8.551888,79.85851,9.648,5.788016,211.82697,2.0,11.977745463443016,2,0.748
60,2021-07-05 18:09:12+00:00,37.151314,-8.551922,81.6809,9.648,5.778904,212.91072,1.0,5.5579459366950354,2,0.753
61,2021-07-05 18:09:14+00:00,37.151253,-8.551971,83.536705,9.648,4.153825,218.4689,2.0,8.054001408255253,2,0.761
62,2021-07-05 18:09:17+00:00,37.151203,-8.552009,83.083626,9.648,3.240648,211.04999,3.0,6.500238693087909,3,0.768
63,2021-07-05 18:09:20+00:00,37.15115,-8.552046,84.829895,11.465,3.1516156,212.50536,3.0,6.744225709876646,3,0.775
64,2021-07-05 18:09:23+00:00,37.15108,-8.552072,82.01093,11.465,3.68353,203.66635,3.0,8.117572580221745,3,0.783
65,2021-07-05 18:09:25+00:00,37.151016,-8.552137,82.78873,11.502,4.9499702,216.55621,2.0,9.155920876554124,3,0.792
66,2021-07-05 18:09:27+00:00,37.150936,-8.552199,83.108376,11.502,4.4746194,186.09514,2.0,10.455889617098869,3,0.802
67,2021-07-05 18:09:29+00:00,37.150864,-8.552183,83.81099,9.648,4.3353057,147.66357,2.0,8.130647997108932,3,0.81
68,2021-07-05 18:09:31+00:00,37.150818,-8.552102,86.894615,9.648,3.8697135,126.55866,2.0,8.814687755891525,3,0.819
69,2021-07-05 18:09:34+00:00,37.150764,-8.551951,85.245,10.362,6.2465253,115.063065,3.0,14.6681144273837,3,0.834
70,2021-07-05 18:09:36+00:00,37.15071,-8.55177,85.83361,10.586,7.3993897,110.05305,2.0,17.128590413687082,3,0.851
71,2021-07-05 18:09:38+00:00,37.15063,-8.55156,88.39315,10.873,12.148741,123.66981,2.0,20.62845513051556,3,0.872
72,2021-07-05 18:09:39+00:00,37.15056,-8.551429,90.62823,10.934,12.135042,122.133224,1.0,13.97796547990676,3,0.886
73,2021-07-05 18:09:41+00:00,37.15044,-8.551181,89.21847,10.934,11.236933,121.92186,2.0,25.712967437023412,3,0.911
74,2021-07-05 18:09:42+00:00,37.150387,-8.551064,88.48277,10.72,11.79292,122.00468,1.0,11.927193925691483,3,0.923
75,2021-07-05 18:09:43+00:00,37.150322,-8.550936,88.54431,10.541,12.053992,122.005226,1.0,13.45121367559687,3,0.937
76,2021-07-05 18:09:45+00:00,37.1502,-8.55068,84.46745,10.076,11.851545,121.98258,2.0,26.43511713623363,3,0.963
77,2021-07-05 18:09:46+00:00,37.150146,-8.550563,85.639435,9.862,10.723273,123.844315,1.0,11.982554829343322,3,0.975
78,2021-07-05 18:09:48+00:00,37.150055,-8.550375,85.42733,9.648,9.158863,122.03242,2.0,19.494025087456976,3,0.995
79,2021-07-05 18:09:49+00:00,37.150017,-8.550292,83.43884,9.648,8.4626255,121.983246,1.0,8.483363363136645,3,1.003
80,2021-07-05 18:09:50+00:00,37.149982,-8.550217,84.47834,9.648,7.332846,121.99894,1.0,7.702657892541765,3,1.011
81,2021-07-05 18:09:52+00:00,37.149914,-8.550095,82.505554,9.648,7.5446644,131.45366,2.0,13.194214722999192,3,1.024
82,2021-07-05 18:09:53+00:00,37.149876,-8.550043,80.934135,9.648,5.37777,134.63167,1.0,6.2525339075351605,3,1.03
83,2021-07-05 18:10:01+00:00,37.1498,-8.549952,80.06176,9.648,4.2715607,145.50745,8.0,11.681789763636603,3,1.042
84,2021-07-05 18:10:03+00:00,37.149715,-8.549848,80.69386,9.648,6.1978583,127.65926,2.0,13.202004304947389,3,1.055
85,2021-07-05 18:10:04+00:00,37.14968,-8.549762,79.363205,9.648,7.9336295,98.88903,1.0,8.558194689810646,3,1.064
86,2021-07-05 18:10:05+00:00,37.149673,-8.549662,78.95692,9.648,7.8606734,98.97788,1.0,8.897023277839196,3,1.073
87,2021-07-05 18:10:07+00:00,37.149628,-8.549483,79.124916,9.648,6.892535,121.44555,2.0,16.635014706225405,3,1.089
88,2021-07-05 18:10:09+00:00,37.149517,-8.54933,79.22759,10.005,8.938181,126.38113,2.0,18.336347202885147,3,1.108
89,2021-07-05 18:10:10+00:00,37.149467,-8.54925,78.450325,10.005,8.83556,127.92775,1.0,9.010203916758748,3,1.117
90,2021-07-05 18:10:12+00:00,37.14937,-8.549085,77.39108,10.184,9.672389,126.97365,2.0,18.171208922683675,3,1.135
91,2021-07-05 18:10:14+00:00,37.149265,-8.548921,77.62044,9.862,8.562796,126.06808,2.0,18.643759668612145,3,1.153
92,2021-07-05 18:10:15+00:00,37.14922,-8.548843,77.44629,9.862,9.001678,128.84175,1.0,8.533979890053441,4,1.162
93,2021-07-05 18:10:16+00:00,37.149162,-8.548764,74.59557,9.648,8.405408,133.69025,1.0,9.519346641007399,4,1.171
94,2021-07-05 18:10:18+00:00,37.14908,-8.548654,75.01614,9.648,6.3705635,135.79965,2.0,13.348630879590825,4,1.185
95,2021-07-05 18:10:19+00:00,37.149036,-8.548605,72.39339,9.648,6.4061923,133.20462,1.0,6.541999110167807,4,1.191
96,2021-07-05 18:10:22+00:00,37.14897,-8.548548,73.02479,9.648,3.1545143,135.23697,3.0,8.909583165111648,4,1.2
97,2021-07-05 18:10:24.825000+00:00,37.148937,-8.548492,73.52479,11.418,1.7114305,131.15326,2.825,6.172426913084926,4,1.206
98,2021-07-05 18:10:30+00:00,37.148876,-8.548414,71.76468,12.133,2.482046,135.41537,5.175,9.684994068414348,4,1.216
99,2021-07-05 18:10:34+00:00,37.148834,-8.5483465,75.46345,10.26,2.2202153,136.33423,4.0,7.5895521050066455,4,1.224
100,2021-07-05 18:10:38+00:00,37.148796,-8.548297,73.59689,11.419,2.256779,142.99188,4.0,6.09110052000623,4,1.23
101,2021-07-05 18:10:42+00:00,37.148724,-8.5482435,72.64086,10.005,3.5088224,155.8043,4.0,9.30486142043284,4,1.239
102,2021-07-05 18:10:44+00:00,37.148632,-8.548209,71.240746,10.505,5.4727626,167.76408,2.0,10.67714074393801,4,1.25
103,2021-07-05 18:10:45+00:00,37.14856,-8.548205,73.65432,10.362,8.342767,178.69821,1.0,8.013880294605393,4,1.258
104,2021-07-05 18:10:47+00:00,37.14837,-8.548241,72.088104,10.184,9.761972,195.56627,2.0,21.36661439847388,4,1.279
105,2021-07-05 18:10:48+00:00,37.14827,-8.548283,70.514885,10.005,10.024669,195.98286,1.0,11.726041146365926,4,1.291
106,2021-07-05 18:10:49+00:00,37.14817,-8.548331,71.556595,9.648,11.650133,201.76646,1.0,11.905545105562245,4,1.303
107,2021-07-05 18:10:50+00:00,37.14807,-8.548391,73.32609,9.648,10.746188,199.16833,1.0,12.325692803666902,4,1.315
108,2021-07-05 18:10:51+00:00,37.14798,-8.548435,73.31245,9.648,9.647752,196.17393,1.0,10.740535181485052,4,1.326
109,2021-07-05 18:10:53+00:00,37.1478,-8.548519,72.22815,9.826,11.41278,201.00882,2.0,21.35490634722892,4,1.347
110,2021-07-05 18:10:54+00:00,37.147705,-8.548575,70.522,10.005,11.521427,201.92969,1.0,11.671452958337598,4,1.359
111,2021-07-05 18:10:55+00:00,37.147602,-8.548627,69.849754,10.005,11.901325,201.04362,1.0,12.345620933736068,4,1.371
112,2021-07-05 18:10:56+00:00,37.14749,-8.5486765,69.0853,10.005,12.318516,200.04662,1.0,13.204014976537877,4,1.384
113,2021-07-05 18:10:57+00:00,37.147385,-8.548728,71.10876,10.076,13.026438,200.97847,1.0,12.536008329960358,4,1.397
114,2021-07-05 18:10:58+00:00,37.14727,-8.548784,72.662415,9.862,13.496049,201.00896,1.0,13.716894701361488,4,1.411
115,2021-07-05 18:11:00+00:00,37.147038,-8.548892,73.46004,9.648,13.750636,200.00484,2.0,27.515902907249504,4,1.438
116,2021-07-05 18:11:01+00:00,37.146915,-8.54895,72.51162,9.648,14.0951185,200.9484,1.0,14.61116603909522,4,1.453
117,2021-07-05 18:11:03+00:00,37.146698,-8.549035,75.08245,9.648,11.975889,193.18813,2.0,25.278065662049624,4,1.478
118,2021-07-05 18:11:04+00:00,37.146595,-8.549062,74.23689,9.648,11.756914,193.0026,1.0,11.700419747111976,4,1.49
119,2021-07-05 18:11:06+00:00,37.146404,-8.549108,71.58514,9.826,11.017784,192.92528,2.0,21.626032463454422,4,1.511
120,2021-07-05 18:11:07+00:00,37.146305,-8.549129,73.13308,10.076,11.363806,190.21631,1.0,11.16454343460622,4,1.523
121,2021-07-05 18:11:08+00:00,37.146202,-8.549143,72.86646,10.184,11.714186,188.11322,1.0,11.520100923059958,4,1.534
122,2021-07-05 18:11:10+00:00,37.145996,-8.549156,74.126686,10.291,10.750184,184.0811,2.0,22.935116573255176,4,1.557
123,2021-07-05 18:11:12+00:00,37.145805,-8.54915,72.621826,9.862,10.488271,181.99797,2.0,21.244888043887,4,1.578
124,2021-07-05 18:11:13+00:00,37.14571,-8.549147,73.29541,9.648,10.731441,180.09552,1.0,10.566864084435204,4,1.589
125,2021-07-05 18:11:14+00:00,37.145615,-8.549146,73.24128,9.648,10.756965,182.82776,1.0,10.563889868225964,4,1.599
126,2021-07-05 18:11:16+00:00,37.14542,-8.549133,73.21514,9.862,10.914315,176.04044,2.0,21.7136043451433,5,1.621
127,2021-07-05 18:11:17+00:00,37.145325,-8.549119,74.31733,9.862,10.403268,176.9568,1.0,10.63615021586753,5,1.632
128,2021-07-05 18:11:19+00:00,37.14514,-8.549093,73.288376,9.826,9.946636,173.08987,2.0,20.69974037602207,5,1.652
129,2021-07-05 18:11:20+00:00,37.145054,-8.549073,73.40993,9.826,9.857213,171.08574,1.0,9.725681304107782,5,1.662
130,2021-07-05 18:11:21+00:00,37.144966,-8.549048,74.91818,9.826,9.411641,166.26831,1.0,10.032910048428118,5,1.672
131,2021-07-05 18:11:23+00:00,37.14481,-8.548993,75.97638,9.648,9.338483,166.36688,2.0,18.018396945868506,5,1.69
132,2021-07-05 18:11:24+00:00,37.144726,-8.548959,75.52294,9.648,9.765106,163.15582,1.0,9.814493246471358,5,1.7
133,2021-07-05 18:11:26+00:00,37.14457,-8.548887,75.61499,9.826,9.796737,162.20473,2.0,18.483079631338878,5,1.719
134,2021-07-05 18:11:27+00:00,37.144474,-8.548845,75.366486,10.184,10.65172,161.26846,1.0,11.305211734001945,5,1.73
135,2021-07-05 18:11:28+00:00,37.144398,-8.548809,74.83146,10.505,8.830506,162.6629,1.0,9.033155995667208,5,1.739
136,2021-07-05 18:11:30+00:00,37.144268,-8.548742,76.271996,11.148,7.856907,160.19281,2.0,15.627650882130949,5,1.754
137,2021-07-05 18:11:31+00:00,37.144215,-8.548719,77.97892,11.577,7.0720897,161.51855,1.0,6.235968718860774,5,1.761
138,2021-07-05 18:11:34+00:00,37.1441,-8.548748,77.04111,12.435,4.705239,174.4476,3.0,13.043202834269772,5,1.774
139,2021-07-05 18:11:36+00:00,37.144047,-8.548775,78.88986,12.328,2.9892447,187.68657,2.0,6.360705980115541,5,1.78
140,2021-07-05 18:11:38+00:00,37.144024,-8.5488405,78.40515,11.256,4.170331,201.6562,2.0,6.343986524811352,5,1.786
141,2021-07-05 18:11:40+00:00,37.143948,-8.54892,79.7511,10.481,5.439419,204.07759,2.0,11.003183191333571,5,1.797
142,2021-07-05 18:11:41+00:00,37.1439,-8.548956,79.625656,10.124,5.2732253,204.95357,1.0,6.21845276794041,5,1.804
143,2021-07-05 18:11:42+00:00,37.143856,-8.548977,81.65957,9.916,5.702056,194.04399,1.0,5.2346867508074215,5,1.809
144,2021-07-05 18:11:43+00:00,37.1438,-8.548982,81.47411,9.648,5.7293196,180.52122,1.0,6.242666884396231,5,1.815
145,2021-07-05 18:11:44+00:00,37.143745,-8.548962,82.20857,9.648,6.057207,165.58867,1.0,6.367462634148064,5,1.822
146,2021-07-05 18:11:46+00:00,37.14366,-8.548858,80.67386,9.648,6.6527066,128.79428,2.0,13.202519561711256,5,1.835
147,2021-07-05 18:11:47+00:00,37.143627,-8.548774,76.77275,9.648,7.8023367,126.17077,1.0,8.30055935597923,5,1.843
148,2021-07-05 18:11:49+00:00,37.14354,-8.548601,75.98942,9.648,9.234724,134.55072,2.0,18.130613910160253,5,1.861
149,2021-07-05 18:11:50+00:00,37.143475,-8.548519,77.21236,9.648,9.983803,139.59917,1.0,10.250153272539208,5,1.871
150,2021-07-05 18:11:51+00:00,37.1434,-8.548441,74.97547,9.648,11.084696,146.47398,1.0,10.832713039463547,5,1.882
151,2021-07-05 18:11:53+00:00,37.1432,-8.548297,75.878235,9.648,12.293853,150.83742,2.0,25.64144392552287,5,1.908
152,2021-07-05 18:11:55+00:00,37.14299,-8.548164,75.900696,10.076,13.052868,155.5176,2.0,26.157972008530734,5,1.934
153,2021-07-05 18:11:56+00:00,37.14288,-8.548104,75.94986,10.291,13.328846,152.36212,1.0,13.337602307130325,5,1.947
154,2021-07-05 18:11:58+00:00,37.14265,-8.547979,75.48721,10.72,14.794575,158.62209,2.0,27.871683297928175,5,1.975
155,2021-07-05 18:11:59+00:00,37.142513,-8.547927,75.61319,10.72,15.315095,159.84901,1.0,15.915715154439194,5,1.991
156,2021-07-05 18:12:00+00:00,37.142372,-8.547879,74.18395,10.72,15.81209,161.78978,1.0,16.24550810387406,5,2.007
157,2021-07-05 18:12:01+00:00,37.142227,-8.547834,74.43996,10.72,15.349785,162.00298,1.0,16.609315739755743,5,2.024
158,2021-07-05 18:12:03+00:00,37.141987,-8.547739,70.880974,10.291,12.783016,159.05632,2.0,27.983762771693005,5,2.052
159,2021-07-05 18:12:05+00:00,37.14178,-8.54765,70.41262,10.005,11.675387,158.46132,2.0,24.33169947163073,5,2.076
160,2021-07-05 18:12:07+00:00,37.141617,-8.547547,70.559975,9.648,10.010356,154.1613,2.0,20.2943321845292,5,2.097
161,2021-07-05 18:12:09+00:00,37.141483,-8.54746,71.42324,9.826,8.019849,158.4919,2.0,16.777417589359022,5,2.113
162,2021-07-05 18:12:10+00:00,37.141426,-8.547436,68.98588,9.862,6.594217,163.41933,1.0,6.6855949681105,5,2.12
163,2021-07-05 18:12:12+00:00,37.14135,-8.5474,67.868256,9.826,4.82516,155.39737,2.0,9.033201415693641,5,2.129
164,2021-07-05 18:12:14+00:00,37.141296,-8.547361,69.68374,9.648,4.3962965,157.01437,2.0,6.92853560739233,5,2.136
165,2021-07-05 18:12:16+00:00,37.141235,-8.547327,69.7829,9.648,4.244961,156.33142,2.0,7.422273182897507,6,2.143
166,2021-07-05 18:12:18+00:00,37.14117,-8.547284,70.272255,9.648,3.8787563,147.73572,2.0,8.171082155809614,6,2.152
167,2021-07-05 18:12:21+00:00,37.141113,-8.547243,72.01872,9.648,1.8739722,150.74275,3.0,7.306098906850388,6,2.159
168,2021-07-05 18:12:25+00:00,37.141068,-8.547224,71.88942,9.648,2.4680636,160.7517,4.0,5.2795901748086,6,2.164
169,2021-07-05 18:12:28+00:00,37.141,-8.547192,70.57448,9.648,1.8245854,158.01364,3.0,8.07576967366988,6,2.172
170,2021-07-05 18:12:31+00:00,37.14095,-8.547174,70.9694,9.648,2.499121,166.03378,3.0,5.784152740153163,6,2.178
171,2021-07-05 18:12:34+00:00,37.14089,-8.547147,69.68907,9.648,3.1290207,157.12598,3.0,7.0879636481078405,6,2.185
172,2021-07-05 18:12:36+00:00,37.140823,-8.547111,69.74731,9.648,4.4813585,157.93683,2.0,8.104690108207407,6,2.193
173,2021-07-05 18:12:38+00:00,37.140747,-8.547071,69.145164,9.648,3.6749225,158.07611,2.0,9.164464375871077,6,2.202
174,2021-07-05 18:12:40+00:00,37.140694,-8.547041,68.13246,9.648,3.3877783,158.05841,2.0,6.465495457879077,6,2.209
175,2021-07-05 18:12:43+00:00,37.140614,-8.547,70.42985,9.648,3.8359993,161.81439,3.0,9.609328679104646,6,2.219
176,2021-07-05 18:12:45+00:00,37.140537,-8.546978,70.2961,9.648,4.110743,165.15454,2.0,8.781275301172638,6,2.227
177,2021-07-05 18:12:48+00:00,37.140427,-8.546937,70.02221,9.648,4.407634,157.20392,3.0,12.759930818353993,6,2.24
178,2021-07-05 18:12:50+00:00,37.140354,-8.546902,69.89424,9.648,3.7203643,158.01378,2.0,8.689896359788063,6,2.249
179,2021-07-05 18:12:52+00:00,37.1403,-8.546876,70.206795,9.648,3.2978733,156.11931,2.0,6.43161761372087,6,2.255
180,2021-07-05 18:12:54+00:00,37.140255,-8.546849,69.22624,9.648,2.5127876,154.95892,2.0,5.546668823157386,6,2.261
181,2021-07-05 18:12:57+00:00,37.140182,-8.546813,71.47668,9.648,3.1146104,159.99449,3.0,8.721937590415452,6,2.269
182,2021-07-05 18:12:59+00:00,37.14013,-8.546786,71.47011,9.648,3.474082,159.98993,2.0,6.2578687343763475,6,2.276
183,2021-07-05 18:13:01+00:00,37.14007,-8.546755,70.62142,9.648,2.682848,163.9353,2.0,7.215414165567734,6,2.283
184,2021-07-05 18:13:05+00:00,37.14,-8.546711,72.592026,9.648,1.8699641,161.99728,4.0,8.706119220065455,6,2.292
185,2021-07-05 18:13:09+00:00,37.139915,-8.546681,75.02248,9.801,4.041305,175.85938,4.0,9.818532205901052,6,2.301
186,2021-07-05 18:13:12+00:00,37.139774,-8.546677,77.1444,10.291,4.744334,169.46333,3.0,15.682493286547489,6,2.317
187,2021-07-05 18:13:13+00:00,37.139725,-8.546668,77.77531,10.427,4.6221385,169.03296,1.0,5.5066454356061225,6,2.323
188,2021-07-05 18:13:14+00:00,37.13968,-8.546656,77.91069,10.72,4.710667,166.26366,1.0,5.115580754279104,6,2.328
189,2021-07-05 18:13:16+00:00,37.139587,-8.546626,75.69516,10.72,5.2281184,162.4248,2.0,10.677565973937934,7,2.338
190,2021-07-05 18:13:17+00:00,37.139545,-8.546603,77.073135,10.72,4.9432187,158.19603,1.0,5.0957937479255895,7,2.344
191,2021-07-05 18:13:19+00:00,37.139465,-8.54658,76.89845,10.72,4.944519,176.93323,2.0,9.126229764488802,7,2.353
192,2021-07-05 18:13:20+00:00,37.13942,-8.546588,77.36073,10.72,4.293904,175.0919,1.0,5.053770352706006,7,2.358
193,2021-07-05 18:13:22+00:00,37.139347,-8.546589,77.02712,10.72,4.4643416,175.86345,2.0,8.117713617162904,7,2.366
194,2021-07-05 18:13:24+00:00,37.139248,-8.546563,76.97714,10.72,6.6660447,162.5128,2.0,11.246961181376832,7,2.377
195,2021-07-05 18:13:25+00:00,37.1392,-8.546525,74.38421,10.72,6.1287827,154.11353,1.0,6.311362677597592,7,2.383
196,2021-07-05 18:13:26+00:00,37.139145,-8.546486,73.17329,10.934,6.645335,154.82936,1.0,7.025168687314306,7,2.39
197,2021-07-05 18:13:28+00:00,37.138966,-8.546385,74.52292,10.934,11.292636,159.82083,2.0,21.82469860206851,7,2.412
198,2021-07-05 18:13:30+00:00,37.138718,-8.546304,73.91765,10.541,13.464604,168.81372,2.0,28.495733335775558,7,2.441
199,2021-07-05 18:13:31+00:00,37.138577,-8.546284,72.23513,10.362,15.089528,173.77562,1.0,15.778398032479243,7,2.457
200,2021-07-05 18:13:33+00:00,37.13829,-8.546229,73.5623,9.826,16.071646,171.78793,2.0,32.283196649672846,7,2.489
201,2021-07-05 18:13:34+00:00,37.138134,-8.546204,72.61145,9.648,16.692188,171.9845,1.0,17.487390501147132,7,2.506
202,2021-07-05 18:13:35+00:00,37.137974,-8.546179,73.55096,9.648,16.777239,171.10237,1.0,17.92867359960998,7,2.524
203,2021-07-05 18:13:37+00:00,37.137653,-8.546133,74.34956,10.076,17.600885,175.70013,2.0,35.92572456662363,7,2.56
204,2021-07-05 18:13:39+00:00,37.137325,-8.546097,74.66074,10.362,17.355822,171.26187,2.0,36.61127728174056,7,2.597
