,Circuit,contentores,tipo,volume,percentagem,estado,Recolhidos,Fora do Contentor,Uso Comercial,Latitude,Longitude,%_recolhidos,vol_instalado_m3,vol_cont_recolhidos_m3,vol_recolhido_m3
416,5,2,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.129623,-8.55089,0.5,2.2,1.1,0.55
417,5,1,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.130007,-8.554368,1.0,1.1,1.1,0.55
418,8,1,Rectangular c/ rodas,1100,0.25,Razoável,0,Não,Não,37.152898,-8.622696,0.0,1.1,0.0,0.0
419,5,2,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.128955,-8.556137,0.5,2.2,1.1,0.55
420,8,1,Rectangular c/ rodas,1100,1.0,Bom,1,Não,Não,37.152574,-8.619007,1.0,1.1,1.1,1.1
421,8,1,Rectangular c/ rodas,1100,0.75,Razoável,1,Não,Não,37.152858,-8.616512,1.0,1.1,1.1,0.8250000000000001
422,5,2,Rectangular c/ rodas,1100,0.5,Bom,2,Não,Não,37.127712,-8.560425,1.0,2.2,2.2,1.1
423,8,1,Rectangular c/ rodas,1100,0.25,Razoável,1,Não,Não,37.154281,-8.613867,1.0,1.1,1.1,0.275
424,8,2,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.156528,-8.614402,0.5,2.2,1.1,0.55
425,5,3,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.123767,-8.558839,0.0,9.0,0.0,0.0
426,5,2,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.123885,-8.561973,0.0,6.0,0.0,0.0
427,8,2,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.157874,-8.613775,0.5,6.0,3.0,1.5
428,5,1,Rectangular c/ rodas,1100,0.75,Bom,1,Não,Não,37.123571,-8.563277,1.0,1.1,1.1,0.8250000000000001
429,5,3,Contentor semi-enterrado,3000,0.0,Bom,2,Não,Não,37.124765,-8.563982,0.6666666666666666,9.0,6.0,0.0
430,8,2,Contentor semi-enterrado,3000,0.75,Bom,2,Não,Não,37.160697,-8.613223,1.0,6.0,6.0,4.5
431,8,1,Rectangular c/ rodas,1100,0.5,Razoável,1,Não,Não,37.162831,-8.611981,1.0,1.1,1.1,0.55
432,8,1,Rectangular c/ rodas,1100,1.0,Bom,1,Não,Não,37.164335,-8.610283,1.0,1.1,1.1,1.1
433,5,12,Rectangular c/ rodas,800,0.75,Bom,6,Não,Não,37.126378,-8.564024,0.5,9.600000000000001,4.800000000000001,3.6000000000000005
434,5,4,Contentor semi-enterrado,3000,0.0,Bom,2,Não,Não,37.125479,-8.565903,0.5,12.0,6.0,0.0
435,8,2,Rectangular c/ rodas,1100,0.5,Razoável,2,Não,Não,37.178661,-8.611855,1.0,2.2,2.2,1.1
436,5,2,Rectangular c/ rodas,1100,0.0,Bom,0,Não,Não,37.130377,-8.564781,0.0,2.2,0.0,0.0
437,8,1,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.173665,-8.612483,1.0,1.1,1.1,0.55
438,5,4,Rectangular c/ rodas,800,0.5,Bom,2,Não,Não,37.130123,-8.565715,0.5,3.2,1.6,0.8
439,5,2,Contentor semi-enterrado,3000,0.0,Razoável,0,Não,Não,37.138772,-8.566254,0.0,6.0,0.0,0.0
440,8,1,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.163867,-8.611315,1.0,3.0,3.0,1.5
441,5,2,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.13891,-8.567646,0.0,6.0,0.0,0.0
442,8,1,Rectangular c/ rodas,1100,1.0,Mau,1,Não,Não,37.163814,-8.614879,1.0,1.1,1.1,1.1
443,5,2,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.139789,-8.566721,0.0,6.0,0.0,0.0
444,5,2,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.138847,-8.564737,0.0,6.0,0.0,0.0
445,8,1,Rectangular c/ rodas,1100,0.5,Razoável,1,Não,Não,37.167501,-8.61879,1.0,1.1,1.1,0.55
446,5,2,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.137713,-8.563675,0.0,6.0,0.0,0.0
447,5,2,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.138302,-8.56263,0.0,6.0,0.0,0.0
448,5,2,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.139256,-8.563309,0.0,6.0,0.0,0.0
449,8,4,Rectangular c/ rodas,1100,0.75,Bom,4,Não,Não,37.174988,-8.626994,1.0,4.4,4.4,3.3000000000000003
450,5,2,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.139141,-8.57122,0.0,6.0,0.0,0.0
451,8,2,Rectangular c/ rodas,1100,0.5,Bom,2,Não,Não,37.161216,-8.614323,1.0,2.2,2.2,1.1
452,5,1,Rectangular c/ rodas,1100,0.0,Bom,0,Não,Não,37.140174,-8.577167,0.0,1.1,0.0,0.0
453,8,2,Contentor semi-enterrado,3000,0.5,Bom,2,Não,Não,37.160721,-8.614958,1.0,6.0,6.0,3.0
454,5,1,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.140709,-8.574665,1.0,1.1,1.1,0.55
455,8,2,Rectangular c/ rodas,1100,1.0,Bom,2,Não,Não,37.160377,-8.615341,1.0,2.2,2.2,2.2
456,8,2,Rectangular c/ rodas,1100,0.5,Razoável,2,Não,Não,37.159362,-8.61548,1.0,2.2,2.2,1.1
457,5,2,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.136884,-8.568039,0.0,6.0,0.0,0.0
458,8,2,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.159072,-8.6171,0.5,6.0,3.0,1.5
459,8,1,Contentor semi-enterrado,3000,0.75,Razoável,1,Não,Não,37.156923,-8.616325,1.0,3.0,3.0,2.25
460,8,2,Rectangular c/ rodas,1100,1.0,Bom,2,Não,Não,37.160214,-8.612764,1.0,2.2,2.2,2.2
461,8,1,Rectangular c/ rodas,1100,0.25,Bom,1,Não,Não,37.160319,-8.611807,1.0,1.1,1.1,0.275
462,8,1,Rectangular c/ rodas,1100,0.5,Razoável,1,Não,Não,37.159111,-8.611311,1.0,1.1,1.1,0.55
463,8,2,Contentor semi-enterrado,3000,0.5,Razoável,1,Não,Não,37.156329,-8.613524,0.5,6.0,3.0,1.5
464,8,4,Rectangular c/ rodas,1100,1.0,Razoável,1,Não,Não,37.161582,-8.585758,0.25,4.4,1.1,1.1
465,8,2,Rectangular c/ rodas,800,0.5,Razoável,1,Não,Não,37.160936,-8.578503,0.5,1.6,0.8,0.4
466,8,6,Rectangular c/ rodas,800,0.75,Bom,1,Não,Não,37.161063,-8.579446,0.16666666666666666,4.800000000000001,0.8,0.6000000000000001
467,8,8,Rectangular c/ rodas,1100,0.75,Bom,2,Não,Não,37.161063,-8.579446,0.25,8.8,2.2,1.6500000000000001
468,8,1,Rectangular c/ rodas,1100,0.75,Bom,1,Não,Não,37.161654,-8.574758,1.0,1.1,1.1,0.8250000000000001
469,9,1,Rectangular c/ rodas,1100,0.75,Bom,1,Não,Sim,37.155369,-8.545691,1.0,1.1,1.1,0.8250000000000001
470,9,1,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.156002,-8.546151,1.0,3.0,3.0,1.5
471,9,1,Rectangular c/ rodas,1100,0.25,Bom,1,Não,Não,37.157453,-8.546995,1.0,1.1,1.1,0.275
472,9,2,Rectangular c/ rodas,1100,0.25,Bom,1,Não,Não,37.159198,-8.546922,0.5,2.2,1.1,0.275
473,9,2,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.165569,-8.549867,0.5,2.2,1.1,0.55
474,9,1,Rectangular c/ rodas,1100,0.25,Bom,1,Não,Não,37.167728,-8.551821,1.0,1.1,1.1,0.275
475,9,2,Rectangular c/ rodas,1100,1.0,Bom,2,Não,Não,37.171046,-8.550841,1.0,2.2,2.2,2.2
476,9,1,Rectangular c/ rodas,1100,1.0,Bom,1,Não,Não,37.172288,-8.550653,1.0,1.1,1.1,1.1
477,9,2,Contentor semi-enterrado,3000,1.0,Bom,1,Não,Não,37.170377,-8.553232,0.5,6.0,3.0,3.0
478,9,1,Rectangular c/ rodas,1100,0.0,Bom,0,Não,Não,37.173306,-8.55199,0.0,1.1,0.0,0.0
479,9,2,Rectangular c/ rodas,1100,0.5,Bom,2,Não,Não,37.172594,-8.553472,1.0,2.2,2.2,1.1
480,9,1,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.172927,-8.554851,1.0,1.1,1.1,0.55
481,9,2,Rectangular c/ rodas,1100,0.5,Bom,2,Não,Não,37.175924,-8.556535,1.0,2.2,2.2,1.1
482,9,1,Rectangular c/ rodas,1100,0.75,Bom,1,Não,Não,37.150185,-8.551025,1.0,1.1,1.1,0.8250000000000001
483,9,2,Contentor semi-enterrado,3000,1.0,Bom,1,Não,Não,37.147,-8.547323,0.5,6.0,3.0,3.0
484,9,1,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.147277,-8.545084,1.0,3.0,3.0,2.25
485,9,3,Contentor semi-enterrado,3000,0.75,Bom,3,Não,Sim,37.146586,-8.54381,1.0,9.0,9.0,6.75
486,9,3,Contentor semi-enterrado,3000,0.5,Bom,3,Sim,Não,37.146086,-8.545643,1.0,9.0,9.0,4.5
487,9,1,Contentor semi-enterrado,3000,1.0,Bom,1,Não,Sim,37.146142,-8.547349,1.0,3.0,3.0,3.0
488,9,2,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.151399,-8.554039,0.5,2.2,1.1,0.55
489,9,3,Rectangular c/ rodas,1100,1.0,Razoável,1,Não,Não,37.15126,-8.553549,0.3333333333333333,3.3000000000000003,1.1,1.1
490,9,4,Rectangular c/ rodas,1100,1.0,Razoável,2,Não,Não,37.15058,-8.553273,0.5,4.4,2.2,2.2
491,9,3,Rectangular c/ rodas,1100,0.75,Razoável,3,Não,Não,37.150842,-8.553861,1.0,3.3000000000000003,3.3000000000000003,2.475
492,9,1,Contentor semi-enterrado,3000,0.25,Razoável,1,Não,Não,37.150143,-8.552478,1.0,3.0,3.0,0.75
493,9,1,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.148731,-8.552808,0.0,3.0,0.0,0.0
494,9,2,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.148664,-8.551218,0.5,6.0,3.0,1.5
495,9,2,Rectangular c/ rodas,1100,0.75,Bom,1,Não,Não,37.147416,-8.551487,0.5,2.2,1.1,0.8250000000000001
496,9,2,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.14692,-8.549929,0.5,6.0,3.0,2.25
497,9,2,Contentor semi-enterrado,3000,1.0,Razoável,1,Não,Não,37.144635,-8.54829,0.5,6.0,3.0,3.0
498,9,4,Rectangular c/ rodas,1100,0.75,Razoável,2,Não,Sim,37.144333,-8.547176,0.5,4.4,2.2,1.6500000000000001
499,9,3,Rectangular c/ rodas,1100,0.75,Bom,2,Não,Não,37.143652,-8.544572,0.6666666666666666,3.3000000000000003,2.2,1.6500000000000001
500,9,2,Contentor semi-enterrado,3000,0.75,Bom,2,Não,Não,37.143716,-8.545947,1.0,6.0,6.0,4.5
501,9,3,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.142681,-8.545922,0.3333333333333333,9.0,3.0,1.5
502,9,3,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.146096,-8.541369,0.3333333333333333,9.0,3.0,1.5
503,9,3,Contentor semi-enterrado,3000,0.75,Bom,3,Não,Não,37.144145,-8.542296,1.0,9.0,9.0,6.75
504,9,2,Contentor semi-enterrado,3000,0.5,Bom,2,Não,Não,37.143513,-8.543107,1.0,6.0,6.0,3.0
505,9,2,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.142024,-8.544103,0.5,6.0,3.0,1.5
506,9,2,Contentor semi-enterrado,3000,0.75,Mau,1,Sim,Não,37.14128,-8.544764,0.5,6.0,3.0,2.25
507,9,1,Rectangular c/ rodas,1100,0.75,Bom,1,Não,Não,37.141677,-8.542834,1.0,1.1,1.1,0.8250000000000001
508,9,5,Rectangular c/ rodas,1100,0.75,Bom,3,Não,Não,37.141781,-8.542613,0.6,5.5,3.3000000000000003,2.475
509,9,2,Contentor semi-enterrado,3000,0.25,Bom,2,Não,Não,37.142867,-8.541127,1.0,6.0,6.0,1.5
510,9,2,Contentor semi-enterrado,3000,0.75,Bom,2,Não,Não,37.146183,-8.54075,1.0,6.0,6.0,4.5
511,9,3,Contentor semi-enterrado,3000,0.5,Razoável,2,Não,Não,37.146842,-8.539721,0.6666666666666666,9.0,6.0,3.0
512,9,2,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.146533,-8.537954,0.5,6.0,3.0,2.25
513,9,1,Contentor semi-enterrado,3000,0.25,Bom,1,Não,Não,37.147708,-8.538812,1.0,3.0,3.0,0.75
514,9,3,Contentor semi-enterrado,3000,0.5,Razoável,1,Não,Não,37.145605,-8.536915,0.3333333333333333,9.0,3.0,1.5
515,9,2,Rectangular c/ rodas,1100,0.5,Razoável,1,Não,Não,37.145873,-8.535362,0.5,2.2,1.1,0.55
516,9,2,Rectangular c/ rodas,1100,0.25,Bom,1,Não,Não,37.145841,-8.535024,0.5,2.2,1.1,0.275
517,9,2,Rectangular c/ rodas,1100,0.25,Bom,0,Não,Não,37.144884,-8.534258,0.0,2.2,0.0,0.0
518,9,1,Rectangular c/ rodas,800,0.25,Bom,1,Não,Não,37.144884,-8.534258,1.0,0.8,0.8,0.2
519,9,1,Rectangular c/ rodas,1100,0.25,Bom,1,Não,Não,37.145602,-8.533794,1.0,1.1,1.1,0.275
520,9,3,Rectangular c/ rodas,1100,0.0,Bom,0,Não,Não,37.145282,-8.532734,0.0,3.3000000000000003,0.0,0.0
521,9,4,Rectangular c/ rodas,1100,0.5,Bom,2,Não,Não,37.146326,-8.53381,0.5,4.4,2.2,1.1
522,9,1,Rectangular c/ rodas,1100,0.5,Razoável,1,Não,Não,37.1472,-8.535898,1.0,1.1,1.1,0.55
523,9,1,Rectangular c/ rodas,120,0.25,Bom,1,Não,Não,37.147448,-8.53606,1.0,0.12,0.12,0.03
524,9,2,Rectangular c/ rodas,1100,0.5,Bom,2,Não,Não,37.147479,-8.536105,1.0,2.2,2.2,1.1
525,9,1,Rectangular c/ rodas,1100,0.75,Bom,1,Não,Não,37.148276,-8.535991,1.0,1.1,1.1,0.8250000000000001
526,9,2,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.148198,-8.535246,0.5,2.2,1.1,0.55
527,9,3,Rectangular c/ rodas,1100,0.75,Bom,3,Não,Não,37.147726,-8.535099,1.0,3.3000000000000003,3.3000000000000003,2.475
528,9,2,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.148292,-8.536747,0.5,6.0,3.0,1.5
529,9,1,Contentor semi-enterrado,3000,0.5,Bom,1,Sim,Não,37.149036,-8.537586,1.0,3.0,3.0,1.5
530,9,1,Rectangular c/ rodas,1100,0.75,Bom,1,Não,Não,37.149899,-8.539353,1.0,1.1,1.1,0.8250000000000001
531,9,2,Rectangular c/ rodas,1100,1.0,Bom,2,Não,Não,37.149962,-8.53633,1.0,2.2,2.2,2.2
532,9,1,Rectangular c/ rodas,1100,1.0,Bom,1,Não,Não,37.153591,-8.534324,1.0,1.1,1.1,1.1
533,9,1,Contentor semi-enterrado,3000,0.25,Bom,1,Não,Não,37.154074,-8.533358,1.0,3.0,3.0,0.75
534,9,1,Rectangular c/ rodas,1100,0.25,Bom,1,Não,Não,37.154317,-8.533548,1.0,1.1,1.1,0.275
535,9,1,Rectangular c/ rodas,1100,0.25,Razoável,1,Não,Não,37.152203,-8.524663,1.0,1.1,1.1,0.275
536,9,2,Rectangular c/ rodas,1100,0.25,Bom,2,Não,Não,37.153354,-8.525803,1.0,2.2,2.2,0.55
537,9,1,Contentor semi-enterrado,3000,0.25,Bom,1,Não,Não,37.155356,-8.530098,1.0,3.0,3.0,0.75
538,9,2,Rectangular c/ rodas,1100,1.0,Bom,1,Não,Não,37.157451,-8.526301,0.5,2.2,1.1,1.1
539,9,1,Rectangular c/ rodas,1100,1.0,Bom,1,Não,Não,37.157592,-8.52542,1.0,1.1,1.1,1.1
540,9,2,Rectangular c/ rodas,1100,1.0,Bom,2,Não,Não,37.157333,-8.5258,1.0,2.2,2.2,2.2
541,9,1,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.156451,-8.525971,1.0,1.1,1.1,0.55
542,9,1,Rectangular c/ rodas,120,0.0,Bom,1,Não,Não,37.156352,-8.527018,1.0,0.12,0.12,0.0
543,9,2,Contentor semi-enterrado,3000,0.5,Bom,1,Sim,Não,37.156663,-8.528245,0.5,6.0,3.0,1.5
544,9,1,Rectangular c/ rodas,1100,0.75,Bom,1,Não,Não,37.162386,-8.533784,1.0,1.1,1.1,0.8250000000000001
545,1,1,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.148107,-8.547763,1.0,3.0,3.0,1.5
546,1,1,Rectangular c/ rodas,1100,0.0,Bom,0,Não,Não,37.148108,-8.547819,0.0,1.1,0.0,0.0
547,1,1,Rectangular c/ rodas,800,0.25,Bom,1,Não,Não,37.128853,-8.546568,1.0,0.8,0.8,0.2
548,1,1,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.130541,-8.545431,1.0,3.0,3.0,1.5
549,1,2,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.119344,-8.5507,0.5,2.2,1.1,0.55
550,1,2,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.119175,-8.550877,0.5,2.2,1.1,0.55
551,1,2,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.119037,-8.547717,0.5,6.0,3.0,2.25
552,1,3,Contentor semi-enterrado,3000,0.75,Bom,3,Não,Não,37.119481,-8.544628,1.0,9.0,9.0,6.75
553,1,5,Contentor semi-enterrado,3000,0.5,Bom,2,Não,Não,37.118204,-8.543928,0.4,15.0,6.0,3.0
554,1,5,Contentor semi-enterrado,3000,0.75,Bom,4,Não,Não,37.119449,-8.540215,0.8,15.0,12.0,9.0
555,1,5,Contentor semi-enterrado,3000,1.0,Bom,1,Não,Não,37.120377,-8.540675,0.2,15.0,3.0,3.0
556,1,5,Contentor semi-enterrado,3000,0.75,Bom,3,Não,Não,37.119741,-8.541296,0.6,15.0,9.0,6.75
557,1,3,Contentor semi-enterrado,3000,0.75,Bom,2,Não,Não,37.119611,-8.542592,0.6666666666666666,9.0,6.0,4.5
558,1,19,Rectangular c/ rodas,800,1.0,Bom,7,Não,Não,37.121441,-8.537349,0.3684210526315789,15.200000000000001,5.6000000000000005,5.6000000000000005
559,1,3,Contentor semi-enterrado,3000,0.5,Mau,1,Não,Não,37.120888,-8.536227,0.3333333333333333,9.0,3.0,1.5
560,1,3,Contentor semi-enterrado,3000,1.0,Bom,2,Não,Não,37.119728,-8.536057,0.6666666666666666,9.0,6.0,6.0
561,1,4,Contentor semi-enterrado,3000,0.75,Bom,3,Não,Não,37.119744,-8.537135,0.75,12.0,9.0,6.75
562,1,3,Contentor semi-enterrado,3000,1.0,Razoável,2,Não,Não,37.12051,-8.539052,0.6666666666666666,9.0,6.0,6.0
563,1,2,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.120792,-8.539699,0.5,6.0,3.0,1.5
564,1,2,Contentor semi-enterrado,3000,0.75,Bom,2,Não,Não,37.11877,-8.536434,1.0,6.0,6.0,4.5
565,1,1,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.118501,-8.534983,1.0,3.0,3.0,1.5
566,1,4,Contentor semi-enterrado,3000,0.75,Bom,3,Não,Não,37.118259,-8.5335,0.75,12.0,9.0,6.75
567,1,1,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.11707,-8.530672,0.0,3.0,0.0,0.0
568,1,1,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.117796,-8.530419,0.0,3.0,0.0,0.0
569,1,1,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.118729,-8.531643,1.0,1.1,1.1,0.55
570,1,4,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.118679,-8.53326,0.25,12.0,3.0,1.5
571,1,1,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.119702,-8.5338,1.0,3.0,3.0,1.5
572,1,7,Contentor semi-enterrado,3000,0.75,Bom,5,Não,Não,37.115812,-8.529229,0.7142857142857143,21.0,15.0,11.25
573,1,7,Rectangular c/ rodas,800,0.0,Bom,0,Não,Não,37.119053,-8.529429,0.0,5.6000000000000005,0.0,0.0
574,1,1,Rectangular c/ rodas,800,1.0,Bom,1,Não,Não,37.12187,-8.526688,1.0,0.8,0.8,0.8
575,1,12,Rectangular c/ rodas,800,0.75,Bom,12,Não,Não,37.122161,-8.52872,1.0,9.600000000000001,9.600000000000001,7.200000000000001
576,1,5,Rectangular c/ rodas,1100,0.5,Bom,3,Não,Não,37.12368,-8.527517,0.6,5.5,3.3000000000000003,1.6500000000000001
577,1,1,Rectangular c/ rodas,1100,0.75,Bom,1,Não,Não,37.122948,-8.527113,1.0,1.1,1.1,0.8250000000000001
578,1,4,Contentor semi-enterrado,3000,0.75,Bom,3,Não,Não,37.122501,-8.537407,0.75,12.0,9.0,6.75
579,1,2,Rectangular c/ rodas,800,1.0,Bom,2,Não,Não,37.122251,-8.539391,1.0,1.6,1.6,1.6
580,1,1,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.122064,-8.539177,0.0,3.0,0.0,0.0
581,1,2,Contentor semi-enterrado,3000,0.75,Bom,2,Não,Não,37.121762,-8.539605,1.0,6.0,6.0,4.5
582,1,2,Rectangular c/ rodas,800,1.0,Bom,2,Não,Não,37.122113,-8.539181,1.0,1.6,1.6,1.6
583,1,2,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.124403,-8.541682,0.5,6.0,3.0,1.5
584,1,3,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.124113,-8.5383,0.0,9.0,0.0,0.0
585,1,2,Contentor semi-enterrado,3000,0.5,Bom,2,Não,Não,37.122855,-8.53989,1.0,6.0,6.0,3.0
586,1,1,Contentor semi-enterrado,3000,0.75,Razoável,1,Não,Não,37.121452,-8.540717,1.0,3.0,3.0,2.25
587,1,4,Rectangular c/ rodas,1100,1.0,Bom,4,Não,Não,37.121041,-8.541652,1.0,4.4,4.4,4.4
588,1,4,Contentor semi-enterrado,3000,1.0,Bom,3,Não,Não,37.120928,-8.544252,0.75,12.0,9.0,9.0
589,1,3,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.121495,-8.545202,0.0,9.0,0.0,0.0
590,1,3,Contentor semi-enterrado,3000,0.5,Bom,2,Não,Não,37.121641,-8.547138,0.6666666666666666,9.0,6.0,3.0
591,1,1,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.120767,-8.549237,1.0,3.0,3.0,1.5
592,1,2,Contentor semi-enterrado,3000,0.75,Razoável,2,Não,Não,37.119974,-8.549106,1.0,6.0,6.0,4.5
593,1,3,Contentor semi-enterrado,3000,0.0,Razoável,2,Não,Não,37.120456,-8.547772,0.6666666666666666,9.0,6.0,0.0
594,1,3,Contentor semi-enterrado,3000,1.0,Bom,1,Não,Não,37.12035,-8.546267,0.3333333333333333,9.0,3.0,3.0
595,1,2,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.122844,-8.548213,0.0,6.0,0.0,0.0
596,1,9,Outro,3000,1.0,Bom,9,Não,Não,37.123983,-8.534203,1.0,27.0,27.0,27.0
