,ID,City,Date,Circuit,id_containers,contentores,tipo,volume,percentagem,estado,notas,Recolhidos,Fora do Contentor,Uso Comercial,Latitude,Longitude
555,5ec4adb0,Portimão,2021-07-09,1,12ae6ab6,3,Contentor semi-enterrado,3000,0.75,Bom,Recolheram 2,2,Não,Não,37.119611,-8.542592
556,a79c511f,Portimão,2021-07-09,1,12c090d6,19,Rectangular c/ rodas,800,1.0,Bom,"Recolheram 7, a 100%",7,Não,Não,37.121441,-8.537349
557,2a1ad53f,Portimão,2021-07-09,1,283c80e0,3,Contentor semi-enterrado,3000,0.5,Mau,Recolheram 1,1,Não,Não,37.120888,-8.536227
558,a0a5a0c2,Portimão,2021-07-09,1,642da15e,3,Contentor semi-enterrado,3000,1.0,Bom,Recolheram dois a 100%,2,Não,Não,37.119728,-8.536057
559,c7f89223,Portimão,2021-07-09,1,8f695f8c,4,Contentor semi-enterrado,3000,1.0,Bom,"Recolheram 3. Um a 100, um a 75, um a 50",3,Não,Não,37.119744,-8.537135
560,674fecdc,Portimão,2021-07-09,1,2300100c,3,Contentor semi-enterrado,3000,1.0,Razoável,Recolheram duas a 100%. Uma Cuba rachada no topo.,2,Não,Não,37.12051,-8.539052
561,f6cf0379,Portimão,2021-07-09,1,254ee739,2,Contentor semi-enterrado,3000,0.5,Bom,Recolheram 1,1,Não,Não,37.120792,-8.539699
562,a769a45c,Portimão,2021-07-09,1,0bdc2201,2,Contentor semi-enterrado,3000,0.75,Bom,,2,Não,Não,37.11877,-8.536434
563,efb851df,Portimão,2021-07-09,1,efdc348b,1,Contentor semi-enterrado,3000,0.5,Bom,,1,Não,Não,37.118501,-8.534983
564,9b371ba3,Portimão,2021-07-09,1,23a1a04f,4,Contentor semi-enterrado,3000,1.0,Bom,"Recolheram 3, duas a 100, uma a 50",3,Não,Não,37.118259,-8.5335
565,0a15ed91,Portimão,2021-07-09,1,de3ca8c9,1,Contentor semi-enterrado,3000,0.0,Bom,,0,Não,Não,37.11707,-8.530672
566,99d0fa2a,Portimão,2021-07-09,1,a5de8449,1,Contentor semi-enterrado,3000,0.0,Bom,,0,Não,Não,37.117796,-8.530419
567,70206f52,Portimão,2021-07-09,1,a80fe888,1,Rectangular c/ rodas,1000,0.5,Bom,,1,Não,Não,37.118729,-8.531643
568,97440fcb,Portimão,2021-07-09,1,a475a766,4,Contentor semi-enterrado,3000,0.5,Bom,Recolheram 1,1,Não,Não,37.118679,-8.53326
569,4b70fcff,Portimão,2021-07-09,1,b32d3e23,1,Contentor semi-enterrado,3000,0.5,Bom,,1,Não,Não,37.119702,-8.5338
570,77bda249,Portimão,2021-07-09,1,7915a325,7,Contentor semi-enterrado,3000,0.75,Bom,"Recolheram 5. Três a 50, duas a 75. Duas encerradas temporariamente.",5,Não,Não,37.115812,-8.529229
571,74671f39,Portimão,2021-07-09,1,34961ffa,7,Rectangular c/ rodas,800,0.0,Bom,,0,Não,Não,37.119053,-8.529429
572,fff383e9,Portimão,2021-07-09,1,9d25f776,1,Rectangular c/ rodas,800,1.0,Bom,,1,Não,Não,37.12187,-8.526688
573,7ea59f9e,Portimão,2021-07-09,1,5f0ea0dc,12,Rectangular c/ rodas,800,0.75,Bom,,12,Não,Não,37.122161,-8.52872
574,f38b9200,Portimão,2021-07-09,1,3076f3dc,5,Rectangular c/ rodas,1000,0.5,Bom,Recolheram 3 a 50%,3,Não,Não,37.12368,-8.527517
575,5e5e210f,Portimão,2021-07-09,1,a9e7ad82,1,Rectangular c/ rodas,1000,0.75,Bom,,1,Não,Não,37.122948,-8.527113
576,71d09d2e,Portimão,2021-07-09,1,235688fd,4,Contentor semi-enterrado,3000,0.75,Bom,"Recolheram 3. Uma a 75, duas a 50",3,Não,Não,37.122501,-8.537407
577,d96dd26e,Portimão,2021-07-09,1,e3b6bf32,2,Rectangular c/ rodas,800,1.0,Bom,Recolheram os dois,2,Não,Não,37.122251,-8.539391
578,b8e5de87,Portimão,2021-07-09,1,9e1ddd97,1,Contentor semi-enterrado,3000,0.0,Bom,,0,Não,Não,37.122064,-8.539177
579,8394d074,Portimão,2021-07-09,1,3b40bb0c,2,Contentor semi-enterrado,3000,0.75,Bom,,2,Não,Não,37.121762,-8.539605
580,abd195c9,Portimão,2021-07-09,1,7c20048d,2,Rectangular c/ rodas,800,1.0,Bom,,2,Não,Não,37.122113,-8.539181
581,6abc4d3d,Portimão,2021-07-09,1,59ae812a,2,Contentor semi-enterrado,3000,0.5,Bom,Recolhido 1,1,Não,Não,37.124403,-8.541682
582,8d793574,Portimão,2021-07-09,1,d580257a,3,Contentor semi-enterrado,3000,0.0,Bom,,0,Não,Não,37.124113,-8.5383
583,fda46a83,Portimão,2021-07-09,1,34df71c3,2,Contentor semi-enterrado,3000,0.5,Bom,Ambas a 50,2,Não,Não,37.122855,-8.53989
584,a3c14e00,Portimão,2021-07-09,1,4f8f9523,1,Contentor semi-enterrado,3000,0.75,Razoável,Pintada,1,Não,Não,37.121452,-8.540717
585,b989dae4,Portimão,2021-07-09,1,18b4b63f,4,Rectangular c/ rodas,1000,1.0,Bom,Recolheram todos a 100%,4,Não,Não,37.121041,-8.541652
586,a3d2ce5b,Portimão,2021-07-09,1,faad28ea,4,Contentor semi-enterrado,3000,1.0,Bom,"Recolheram 3. Um a 100, duas a 75",3,Não,Não,37.120928,-8.544252
587,b8ca0afe,Portimão,2021-07-09,1,572a9db8,3,Contentor semi-enterrado,3000,0.0,Bom,,0,Não,Não,37.121495,-8.545202
588,b8db10ed,Portimão,2021-07-09,1,ac6a2754,3,Contentor semi-enterrado,3000,0.5,Bom,Recolheram 2. Ambos a 50%,2,Não,Não,37.121641,-8.547138
589,b9080146,Portimão,2021-07-09,1,74e1135f,1,Contentor semi-enterrado,3000,0.5,Bom,,1,Não,Não,37.120767,-8.549237
590,a6fa971e,Portimão,2021-07-09,1,bbe3be54,2,Contentor semi-enterrado,3000,0.75,Razoável,"Um a 75, um a 50. Rachado",2,Não,Não,37.119974,-8.549106
591,3252d584,Portimão,2021-07-09,1,4c2b0d18,3,Contentor semi-enterrado,3000,0.0,Razoável,Um fora de serviço,2,Não,Não,37.120456,-8.547772
592,7e4c40b4,Portimão,2021-07-09,1,31b829b4,3,Contentor semi-enterrado,3000,1.0,Bom,Recolheram 1,1,Não,Não,37.12035,-8.546267
593,b663a16b,Portimão,2021-07-09,1,40e542d1,2,Contentor semi-enterrado,3000,0.0,Bom,,0,Não,Não,37.122844,-8.548213
594,7a8d67aa,Portimão,2021-07-09,1,c7b11ac9,9,Outro,3000,1.0,Bom,,9,Não,Não,37.123983,-8.534203
